# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_11	cds	56097	56867	+	BEEJFJ_05315	udp	uridine phosphorylase	COG:COG2820, COG:F, EC:2.4.2.3, GO:0004731, GO:0006139, RefSeq:WP_251447460.1, SO:0001217, UniParc:UPI00204141C4, UniRef:UniRef100_UPI00204141C4, UniRef:UniRef50_O83990, UniRef:UniRef90_A0A1Y3SDS2
contig_11	cds	56943	57491	-	BEEJFJ_05320		ECF transporter S component	RefSeq:WP_251447463.1, SO:0001217, UniParc:UPI0020415A2E, UniRef:UniRef100_UPI0020415A2E, UniRef:UniRef50_E0RZ69, UniRef:UniRef90_UPI0020415A2E
contig_11	cds	57655	58263	-	BEEJFJ_05325		sugar O-acetyltransferase	EC:2.3.1.79, KEGG:K00661, RefSeq:WP_251447465.1, SO:0001217, UniParc:UPI002040186D, UniRef:UniRef100_UPI002040186D, UniRef:UniRef50_Q38ZM3, UniRef:UniRef90_UPI002040186D
contig_11	cds	58260	59357	-	BEEJFJ_05330		Uridine kinase	RefSeq:WP_251447469.1, SO:0001217, UniParc:UPI00203D5A47, UniRef:UniRef100_UPI00203D5A47, UniRef:UniRef50_A0A0S2W141, UniRef:UniRef90_UPI00203D5A47
contig_11	cds	59354	59767	-	BEEJFJ_05335		DUF3842 domain-containing protein	RefSeq:WP_251447471.1, SO:0001217, UniParc:UPI002041A72A, UniRef:UniRef100_UPI002041A72A, UniRef:UniRef50_A0A1I1Z7I2, UniRef:UniRef90_UPI002041A72A
contig_11	cds	59972	61339	+	BEEJFJ_05340		VCBS repeat-containing protein	RefSeq:WP_251447473.1, SO:0001217, UniParc:UPI002042076C, UniRef:UniRef100_UPI002042076C, UniRef:UniRef50_A0A1C7FQ79, UniRef:UniRef90_UPI002042076C
contig_11	cds	61353	62042	+	BEEJFJ_05345		response regulator transcription factor	RefSeq:WP_251447475.1, SO:0001217, UniParc:UPI0020408221, UniRef:UniRef100_UPI0020408221, UniRef:UniRef50_A0A173WH85, UniRef:UniRef90_UPI0020408221
contig_11	cds	62084	63526	+	BEEJFJ_05350		HAMP domain-containing sensor histidine kinase	RefSeq:WP_251447477.1, SO:0001217, UniParc:UPI00203EAB2A, UniRef:UniRef100_UPI00203EAB2A, UniRef:UniRef50_A0A9D1YAT2, UniRef:UniRef90_UPI00203EAB2A
contig_11	cds	63625	64617	+	BEEJFJ_05355		DUF1385 domain-containing protein	RefSeq:WP_251447479.1, SO:0001217, UniParc:UPI0020406A17, UniRef:UniRef100_UPI0020406A17, UniRef:UniRef50_F0T2C5, UniRef:UniRef90_UPI0020406A17
contig_11	cds	64659	65522	+	BEEJFJ_05360	prmC	peptide chain release factor N(5)-glutamine methyltransferase	EC:2.1.1.297, GO:0006412, GO:0008757, GO:0018364, KEGG:K02493, RefSeq:WP_251447482.1, SO:0001217, UniParc:UPI00203C6F92, UniRef:UniRef100_UPI00203C6F92, UniRef:UniRef50_A0A3D3T986, UniRef:UniRef90_UPI00203C6F92
contig_11	cds	65636	66796	+	BEEJFJ_05365	recA	recombinase RecA	GO:0003677, GO:0005737, GO:0006281, GO:0006310, GO:0008094, GO:0009432, SO:0001217, UniParc:UPI002407DF5A, UniRef:UniRef100_UPI002407DF5A, UniRef:UniRef50_P16971, UniRef:UniRef90_UPI002407DF5A
contig_11	cds	66793	67449	+	BEEJFJ_05370	recX	regulatory protein RecX	KEGG:K03565, RefSeq:WP_251447483.1, SO:0001217, UniParc:UPI0020425DE6, UniRef:UniRef100_UPI0020425DE6, UniRef:UniRef50_A0A9D1YAV7, UniRef:UniRef90_UPI0020425DE6
contig_11	cds	67446	68771	+	BEEJFJ_05375	rimO	30S ribosomal protein S12 methylthiotransferase RimO	EC:2.8.4.4, GO:0008172, GO:0016782, GO:0018339, GO:0051539, GO:1904047, KEGG:K14441, RefSeq:WP_251447485.1, SO:0001217, UniParc:UPI00203FB64E, UniRef:UniRef100_UPI00203FB64E, UniRef:UniRef50_V2ZLL6, UniRef:UniRef90_UPI00203FB64E
contig_11	cds	68775	69311	+	BEEJFJ_05380	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	EC:2.7.8.5, GO:0008444, GO:0008654, SO:0001217, UniRef:UniRef50_B6FZC9, UniRef:UniRef90_UPI00203F77D0
contig_11	cds	69436	69648	+	BEEJFJ_05385		DUF378 domain-containing protein	KEGG:K09779, RefSeq:WP_251447487.1, SO:0001217, UniParc:UPI00203E1475, UniRef:UniRef100_UPI00203E1475, UniRef:UniRef50_R9M0N4, UniRef:UniRef90_UPI00203E1475
contig_11	cds	69697	71079	-	BEEJFJ_05390		MATE family efflux transporter	RefSeq:WP_251447489.1, SO:0001217, UniParc:UPI00203A9EEB, UniRef:UniRef100_UPI00203A9EEB, UniRef:UniRef50_A0A096D7Y8, UniRef:UniRef90_UPI00203A9EEB
contig_11	cds	71478	72902	+	BEEJFJ_05395	cysS	cysteine--tRNA ligase	EC:6.1.1.16, GO:0004817, GO:0005737, GO:0006423, KEGG:K01883, SO:0001217, UniRef:UniRef50_A0A162KID7, UniRef:UniRef90_UPI00203E3C9B
contig_12	cds	122	1153	-	BEEJFJ_05400		ABC transporter permease	KEGG:K23536, RefSeq:WP_251447503.1, SO:0001217, UniParc:UPI00203DAAED, UniRef:UniRef100_UPI00203DAAED, UniRef:UniRef50_R9N3N3, UniRef:UniRef90_UPI00203DAAED
contig_12	cds	1150	2484	-	BEEJFJ_05405		ABC transporter permease	KEGG:K23535, RefSeq:WP_251447505.1, SO:0001217, UniParc:UPI00203D8646, UniRef:UniRef100_UPI00203D8646, UniRef:UniRef50_A0A0S2W5T3, UniRef:UniRef90_UPI00203D8646
contig_12	cds	2481	4040	-	BEEJFJ_05410		ABC transporter ATP-binding protein	KEGG:K23537, SO:0001217, UniRef:UniRef50_R6GS42, UniRef:UniRef90_UPI00203EC2F0
contig_12	cds	4219	5421	-	BEEJFJ_05415		BMP family ABC transporter substrate-binding protein	KEGG:K07335, RefSeq:WP_251447509.1, SO:0001217, UniParc:UPI00203ABD50, UniRef:UniRef100_UPI00203ABD50, UniRef:UniRef50_A0A096D7Y3, UniRef:UniRef90_UPI00203ABD50
contig_12	cds	5608	6273	-	BEEJFJ_05420	deoC	deoxyribose-phosphate aldolase	EC:4.1.2.4, GO:0004139, GO:0009264, RefSeq:WP_251447511.1, SO:0001217, UniParc:UPI00203D4B69, UniRef:UniRef100_UPI00203D4B69, UniRef:UniRef50_Q99Y51, UniRef:UniRef90_UPI00203D4B69
contig_12	cds	6339	7451	-	BEEJFJ_05425		DUF362 domain-containing protein	RefSeq:WP_251447513.1, SO:0001217, UniParc:UPI002041DA46, UniRef:UniRef100_UPI002041DA46, UniRef:UniRef50_A0A0P9AJP7, UniRef:UniRef90_UPI002041DA46
contig_12	cds	7499	8197	-	BEEJFJ_05430	yoaK	YoaK family protein	RefSeq:WP_251447515.1, SO:0001217, UniParc:UPI00203DCF10, UniRef:UniRef100_UPI00203DCF10, UniRef:UniRef50_UPI00203DCF10, UniRef:UniRef90_UPI00203DCF10
contig_12	cds	8187	8534	-	BEEJFJ_05435		YbaB/EbfC family nucleoid-associated protein	GO:0003677, GO:0005737, GO:0008150, KEGG:K09747, RefSeq:WP_251447518.1, SO:0001217, UniParc:UPI00203D1379, UniRef:UniRef100_UPI00203D1379, UniRef:UniRef50_A0A3P7PUM7, UniRef:UniRef90_UPI00203D1379
contig_12	cds	8548	10296	-	BEEJFJ_05440	dnaX	DNA polymerase III subunit gamma/tau	EC:2.7.7.7, GO:0003677, GO:0003887, GO:0005524, GO:0006260, GO:0009360, KEGG:K02343, RefSeq:WP_251447520.1, SO:0001217, UniParc:UPI00203A67D5, UniRef:UniRef100_UPI00203A67D5, UniRef:UniRef50_A0A1C6HGE1, UniRef:UniRef90_UPI00203A67D5
contig_12	ncRNA	10372	10636	-	BEEJFJ_05445	Bacteria_large_SRP	Bacterial large signal recognition particle RNA	RFAM:RF01854, SO:0000655
contig_12	ncRNA	10424	10523	-	BEEJFJ_05450	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
contig_12	tRNA	10800	10875	+	BEEJFJ_05455	trnA	tRNA-Ala(cgc)	SO:0000254
contig_12	cds	11008	11475	-	BEEJFJ_05460		hypothetical protein	RefSeq:WP_251447522.1, SO:0001217, UniParc:UPI00204188DF, UniRef:UniRef100_UPI00204188DF, UniRef:UniRef50_UPI00204188DF, UniRef:UniRef90_UPI00204188DF
contig_12	cds	11472	11657	-	BEEJFJ_05465		hypothetical protein	RefSeq:WP_251447525.1, SO:0001217, UniParc:UPI00203B0E95, UniRef:UniRef100_UPI00203B0E95, UniRef:UniRef50_UPI00203B0E95, UniRef:UniRef90_UPI00203B0E95
contig_12	cds	11873	12796	-	BEEJFJ_05470		Replication protein	SO:0001217, UniRef:UniRef50_A0A7C6WYS2, UniRef:UniRef90_UPI00203CE83B
contig_12	ncRNA	13221	13270	-	BEEJFJ_05475	ssNA-helicase	ssNA-helicase RNA	RFAM:RF03070, SO:0000655
contig_12	cds	13340	14068	-	BEEJFJ_05480		hypothetical protein	RefSeq:WP_251447531.1, SO:0001217, UniParc:UPI00203AE37E, UniRef:UniRef100_UPI00203AE37E, UniRef:UniRef50_UPI00272DD1EF, UniRef:UniRef90_UPI00203AE37E
contig_12	cds	14065	14922	-	BEEJFJ_05485		hypothetical protein	RefSeq:WP_251447534.1, SO:0001217, UniParc:UPI00203F0046, UniRef:UniRef100_UPI00203F0046, UniRef:UniRef50_UPI0019571563, UniRef:UniRef90_UPI00203F0046
contig_12	cds	14991	15254	-	BEEJFJ_05490	rstB	CTX phage RstB protein	RefSeq:WP_251447537.1, SO:0001217, UniParc:UPI00203B86F0, UniRef:UniRef100_UPI00203B86F0, UniRef:UniRef50_UPI00203B86F0, UniRef:UniRef90_UPI00203B86F0
contig_12	cds	15631	16647	-	BEEJFJ_05495	lysM	LysM peptidoglycan-binding domain-containing protein	RefSeq:WP_251447540.1, SO:0001217, UniParc:UPI00204149D2, UniRef:UniRef100_UPI00204149D2, UniRef:UniRef50_UPI00204149D2, UniRef:UniRef90_UPI00204149D2
contig_12	cds	16797	17129	+	BEEJFJ_05500		helix-turn-helix transcriptional regulator	RefSeq:WP_251447543.1, SO:0001217, UniParc:UPI00203FC39A, UniRef:UniRef100_UPI00203FC39A, UniRef:UniRef50_R9J7R7, UniRef:UniRef90_UPI00195CC3A1
contig_12	cds	17426	17779	+	BEEJFJ_05505		helix-turn-helix transcriptional regulator	RefSeq:WP_251447546.1, SO:0001217, UniParc:UPI00203DC08A, UniRef:UniRef100_UPI00203DC08A, UniRef:UniRef50_A0A644Y115, UniRef:UniRef90_UPI00203DC08A
contig_12	cds	17776	19305	+	BEEJFJ_05510		recombinase family protein	RefSeq:WP_251447549.1, SO:0001217, UniParc:UPI00203FD09A, UniRef:UniRef100_UPI00203FD09A, UniRef:UniRef50_A0A0S2W5Y3, UniRef:UniRef90_UPI00195D2465
contig_12	tRNA	19403	19479	+	BEEJFJ_05515	trnP	tRNA-Pro(ggg)	SO:0000268
contig_12	cds	19582	20064	+	BEEJFJ_05520		hypothetical protein	RefSeq:WP_251447552.1, SO:0001217, UniParc:UPI00203BFE07, UniRef:UniRef100_UPI00203BFE07, UniRef:UniRef50_UPI00203BFE07, UniRef:UniRef90_UPI00203BFE07
contig_12	cds	20148	21089	+	BEEJFJ_05525		hypothetical protein	
contig_12	cds	21308	22924	+	BEEJFJ_05530		leucine-rich repeat protein	RefSeq:WP_251447560.1, SO:0001217, UniParc:UPI00203B6CB9, UniRef:UniRef100_UPI00203B6CB9, UniRef:UniRef50_UPI00203B6CB9, UniRef:UniRef90_UPI00203B6CB9
contig_12	cds	23775	24116	+	BEEJFJ_05535		hypothetical protein	RefSeq:WP_251447567.1, SO:0001217, UniParc:UPI0020420696, UniRef:UniRef100_UPI0020420696, UniRef:UniRef50_I4DC74, UniRef:UniRef90_UPI0020420696
contig_12	cds	24194	24805	+	BEEJFJ_05540		hypothetical protein	RefSeq:WP_251447570.1, SO:0001217, UniParc:UPI00203F8B3D, UniRef:UniRef100_UPI00203F8B3D, UniRef:UniRef50_UPI00203F8B3D, UniRef:UniRef90_UPI00203F8B3D
contig_12	cds	24805	25569	+	BEEJFJ_05545		FtsK/SpoIIIE domain-containing protein	SO:0001217, UniRef:UniRef50_UPI00203D1A7C, UniRef:UniRef90_UPI00203D1A7C
contig_12	cds	25696	26667	+	BEEJFJ_05550		hypothetical protein	RefSeq:WP_251447576.1, SO:0001217, UniParc:UPI0020410ADB, UniRef:UniRef100_UPI0020410ADB, UniRef:UniRef50_UPI0020410ADB, UniRef:UniRef90_UPI0020410ADB
contig_12	cds	26802	27065	+	BEEJFJ_05555		hypothetical protein	PFAM:PF21757.1, SO:0001217, UniRef:UniRef50_UPI00203A6909, UniRef:UniRef90_UPI00203A6909
contig_12	cds	27134	28837	+	BEEJFJ_05560		recombinase family protein	KEGG:K06400, RefSeq:WP_251447582.1, SO:0001217, UniParc:UPI00203E24A6, UniRef:UniRef100_UPI00203E24A6, UniRef:UniRef50_N1ZIQ0, UniRef:UniRef90_UPI00203E24A6
contig_12	cds	28870	29253	+	BEEJFJ_05565		4Fe-4S ferredoxin-type domain-containing protein	RefSeq:WP_251447584.1, SO:0001217, UniParc:UPI00203F1DCC, UniRef:UniRef100_UPI00203F1DCC, UniRef:UniRef50_A0A1Y3SRB2, UniRef:UniRef90_UPI00203F1DCC
contig_12	cds	29317	32787	-	BEEJFJ_05570		DNA polymerase III subunit alpha	EC:2.7.7.7, GO:0006260, GO:0008408, KEGG:K02337, RefSeq:WP_251447586.1, SO:0001217, UniParc:UPI0020400E1F, UniRef:UniRef100_UPI0020400E1F, UniRef:UniRef50_A0A6S6XN00, UniRef:UniRef90_UPI0020400E1F
contig_12	cds	32821	33714	-	BEEJFJ_05575	whiA	DNA-binding protein WhiA	GO:0003677, GO:0043937, KEGG:K09762, RefSeq:WP_251447588.1, SO:0001217, UniParc:UPI00203A7B97, UniRef:UniRef100_UPI00203A7B97, UniRef:UniRef50_A0A1I5R8L0, UniRef:UniRef90_UPI00203A7B97
contig_12	cds	33738	34751	-	BEEJFJ_05580	yvcK	YvcK family protein	RefSeq:WP_251447590.1, SO:0001217, UniParc:UPI00203FB49A, UniRef:UniRef100_UPI00203FB49A, UniRef:UniRef50_A0A096CNL6, UniRef:UniRef90_UPI00203FB49A
contig_12	cds	34751	35614	-	BEEJFJ_05585	rapZ	RNase adapter RapZ	GO:0005524, KEGG:K06958, RefSeq:WP_251447592.1, SO:0001217, UniParc:UPI00203C1F5A, UniRef:UniRef100_UPI00203C1F5A, UniRef:UniRef50_A0A174VDA8, UniRef:UniRef90_UPI00203C1F5A
contig_12	cds	35619	36566	-	BEEJFJ_05590	murB	UDP-N-acetylmuramate dehydrogenase	EC:1.3.1.98, GO:0008762, GO:0071949, RefSeq:WP_251447594.1, SO:0001217, UniParc:UPI00203E40FF, UniRef:UniRef100_UPI00203E40FF, UniRef:UniRef50_R9LY11, UniRef:UniRef90_UPI00203E40FF
contig_12	cds	36596	38290	-	BEEJFJ_05595	recN	DNA repair protein RecN	GO:0005524, GO:0005737, GO:0006281, GO:0006310, RefSeq:WP_251447596.1, SO:0001217, UniParc:UPI00203AE8F2, UniRef:UniRef100_UPI00203AE8F2, UniRef:UniRef50_V2XUF0, UniRef:UniRef90_UPI00203AE8F2
contig_12	cds	38310	38759	-	BEEJFJ_05600		arginine repressor	KEGG:K03402, RefSeq:WP_251447598.1, SO:0001217, UniParc:UPI00203F4CE6, UniRef:UniRef100_UPI00203F4CE6, UniRef:UniRef50_V2ZFV5, UniRef:UniRef90_UPI00203F4CE6
contig_12	cds	38763	39626	-	BEEJFJ_05605		NAD(+)/NADH kinase	EC:2.7.1.23, KEGG:K00858, RefSeq:WP_251447600.1, SO:0001217, UniParc:UPI0020426D24, UniRef:UniRef100_UPI0020426D24, UniRef:UniRef50_A0A174J2Q1, UniRef:UniRef90_UPI0020426D24
contig_12	cds	39623	40447	-	BEEJFJ_05610	tlyA	TlyA family RNA methyltransferase	EC:2.1.1.226, EC:2.1.1.227, KEGG:K06442, RefSeq:WP_251447602.1, SO:0001217, UniParc:UPI0020421584, UniRef:UniRef100_UPI0020421584, UniRef:UniRef50_A0A1J5MZW3, UniRef:UniRef90_UPI0020421584
contig_12	cds	40416	42284	-	BEEJFJ_05615	dxs	1-deoxy-D-xylulose-5-phosphate synthase	EC:2.2.1.7, GO:0005737, GO:0008615, GO:0008661, GO:0009228, GO:0009240, KEGG:K01662, RefSeq:WP_251447605.1, SO:0001217, UniParc:UPI00203B5E26, UniRef:UniRef100_UPI00203B5E26, UniRef:UniRef50_A0A1M5Y7R9, UniRef:UniRef90_UPI00203B5E26
contig_12	cds	42319	42789	-	BEEJFJ_05620		divergent PAP2 family protein	KEGG:K09775, RefSeq:WP_251447608.1, SO:0001217, UniParc:UPI00203FE304, UniRef:UniRef100_UPI00203FE304, UniRef:UniRef50_A0A0S2W439, UniRef:UniRef90_UPI00203FE304
contig_12	cds	42794	43687	-	BEEJFJ_05625		farnesyl diphosphate synthase	EC:2.5.1.10, GO:0004337, GO:0008299, RefSeq:WP_251447611.1, SO:0001217, UniParc:UPI00203D9699, UniRef:UniRef100_UPI00203D9699, UniRef:UniRef50_R9LX98, UniRef:UniRef90_UPI00203D9699
contig_12	cds	43684	43917	-	BEEJFJ_05630	xseB	exodeoxyribonuclease VII small subunit	EC:3.1.11.6, GO:0006308, GO:0008855, GO:0009318, RefSeq:WP_251447614.1, SO:0001217, UniParc:UPI00203AE1CB, UniRef:UniRef100_UPI00203AE1CB, UniRef:UniRef50_A0A3D5TEK6, UniRef:UniRef90_UPI00203AE1CB
contig_12	cds	43947	45134	-	BEEJFJ_05635	xseA	exodeoxyribonuclease VII large subunit	EC:3.1.11.6, GO:0006308, GO:0008855, GO:0009318, KEGG:K03601, RefSeq:WP_251447617.1, SO:0001217, UniParc:UPI00203CE143, UniRef:UniRef100_UPI00203CE143, UniRef:UniRef50_A0A1W2CJZ6, UniRef:UniRef90_UPI00203CE143
contig_12	cds	45159	46082	-	BEEJFJ_05640		DNA-binding protein	RefSeq:WP_251447622.1, SO:0001217, UniParc:UPI0020408678, UniRef:UniRef100_UPI0020408678, UniRef:UniRef50_A6NUZ4, UniRef:UniRef90_UPI0020408678
contig_12	cds	46079	46546	-	BEEJFJ_05645	nusB	transcription antitermination factor NusB	GO:0006355, RefSeq:WP_251447624.1, SO:0001217, UniParc:UPI00203BF672, UniRef:UniRef100_UPI00203BF672, UniRef:UniRef50_V2YA87, UniRef:UniRef90_UPI00203BF672
contig_12	cds	47751	48971	+	BEEJFJ_05650		H+ Antiporter protein	KEGG:K08217, RefSeq:WP_002584949.1, SO:0001217, UniParc:UPI0001CCD530, UniRef:UniRef100_A0A367FY83, UniRef:UniRef50_U2NLH7, UniRef:UniRef90_G2SXG2
contig_12	cds	49052	49852	-	BEEJFJ_05655	hipB	Transcriptional regulator, contains XRE-family HTH domain	COG:COG1396, COG:K, RefSeq:WP_002575858.1, SO:0001217, UniParc:UPI000197F9AE, UniRef:UniRef100_A0A8U0LBV0, UniRef:UniRef50_A0A174R5F1, UniRef:UniRef90_A0A8U0LBV0
contig_12	cds	50423	50836	+	BEEJFJ_05660		Cysteine-rich VLP domain-containing protein	RefSeq:WP_002575860.1, SO:0001217, UniParc:UPI0001B2F6A6, UniRef:UniRef100_D4LY55, UniRef:UniRef50_D4LY55, UniRef:UniRef90_D4LY55
contig_12	cds	50948	51343	+	BEEJFJ_05665		Replication initiator A N-terminal domain-containing protein	RefSeq:WP_002575861.1, SO:0001217, UniParc:UPI0001B2F6A5, UniRef:UniRef100_F4XA01, UniRef:UniRef50_V2YAW1, UniRef:UniRef90_R9KLG3
contig_12	cds	51517	52461	+	BEEJFJ_05670	mobV	MobV family relaxase	GO:0003677, GO:0006310, RefSeq:WP_002575862.1, SO:0001217, UniParc:UPI000197F9B3, UniRef:UniRef100_F4X9Z9, UniRef:UniRef50_A0A0S2W181, UniRef:UniRef90_F4X9Z9
contig_12	cds	52502	52657	+	BEEJFJ_05675		Complexin-2	SO:0001217, UniParc:UPI0001E8DBCA, UniRef:UniRef100_T5S2J9, UniRef:UniRef50_A0A7X5IR27, UniRef:UniRef90_A0A096B889
contig_12	cds	52752	54263	+	BEEJFJ_05680	spoIVCA	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	COG:COG1961, COG:L, KEGG:K06400, RefSeq:WP_002575864.1, SO:0001217, UniParc:UPI0001B2F6A4, UniRef:UniRef100_F4X9Z7, UniRef:UniRef50_R9LZ93, UniRef:UniRef90_V2XS78
contig_12	cds	54509	54901	-	BEEJFJ_05685		Asp23/Gls24 family envelope stress response protein	RefSeq:WP_251447627.1, SO:0001217, UniParc:UPI00203E4B40, UniRef:UniRef100_UPI00203E4B40, UniRef:UniRef50_A6NUZ6, UniRef:UniRef90_UPI00203E4B40
contig_12	cds	54984	55553	-	BEEJFJ_05690		SpoIIIAH-like family protein	KEGG:K06397, RefSeq:WP_251447630.1, SO:0001217, UniParc:UPI00203CB82A, UniRef:UniRef100_UPI00203CB82A, UniRef:UniRef50_A6NUZ7, UniRef:UniRef90_UPI00203CB82A
contig_12	cds	55565	56071	-	BEEJFJ_05695		stage III sporulation protein AG	KEGG:K06396, RefSeq:WP_251447633.1, SO:0001217, UniParc:UPI002041F63A, UniRef:UniRef100_UPI002041F63A, UniRef:UniRef50_A0A1Y3RKL0, UniRef:UniRef90_UPI002041F63A
contig_12	cds	56068	56538	-	BEEJFJ_05700		hypothetical protein	RefSeq:WP_251447634.1, SO:0001217, UniParc:UPI00203ECA08, UniRef:UniRef100_UPI00203ECA08, UniRef:UniRef50_UPI00203ECA08, UniRef:UniRef90_UPI00203ECA08
contig_12	cds	56535	57623	-	BEEJFJ_05705		stage III sporulation protein AE	KEGG:K06394, RefSeq:WP_251447636.1, SO:0001217, UniParc:UPI00203E221E, UniRef:UniRef100_UPI00203E221E, UniRef:UniRef50_A0A6N3AYQ7, UniRef:UniRef90_UPI00203E221E
contig_12	cds	57620	58003	-	BEEJFJ_05710		SpoIIIAC/SpoIIIAD family protein	KEGG:K06393, RefSeq:WP_251447638.1, SO:0001217, UniParc:UPI00203A69A8, UniRef:UniRef100_UPI00203A69A8, UniRef:UniRef50_A0A645G8S8, UniRef:UniRef90_UPI00203A69A8
contig_12	cds	58010	58204	-	BEEJFJ_05715	spoIIIAC	stage III sporulation protein AC	GO:0003674, GO:0030436, RefSeq:WP_251447640.1, SO:0001217, UniParc:UPI00203EF3B8, UniRef:UniRef100_UPI00203EF3B8, UniRef:UniRef50_R7QYR7, UniRef:UniRef90_UPI00203EF3B8
contig_12	cds	58236	58748	-	BEEJFJ_05720		stage III sporulation protein AB	KEGG:K06391, RefSeq:WP_251447643.1, SO:0001217, UniParc:UPI00204132A7, UniRef:UniRef100_UPI00204132A7, UniRef:UniRef50_UPI00204132A7, UniRef:UniRef90_UPI00204132A7
contig_12	cds	58742	59641	-	BEEJFJ_05725		stage III sporulation protein AB	KEGG:K06390, RefSeq:WP_251447645.1, SO:0001217, UniParc:UPI002041D232, UniRef:UniRef100_UPI002041D232, UniRef:UniRef50_A0A416QZN4, UniRef:UniRef90_UPI002041D232
contig_12	cds	59765	60766	-	BEEJFJ_05730		NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	EC:1.1.1.94, KEGG:K00057, RefSeq:WP_251447647.1, SO:0001217, UniParc:UPI0020400068, UniRef:UniRef100_UPI0020400068, UniRef:UniRef50_A0A3B9VTC3, UniRef:UniRef90_UPI0020400068
contig_12	cds	60772	61488	-	BEEJFJ_05735		glycerol-3-phosphate acyltransferase	EC:2.3.1.275, KEGG:K08591, RefSeq:WP_251447649.1, SO:0001217, UniParc:UPI00203B3CC5, UniRef:UniRef100_UPI00203B3CC5, UniRef:UniRef50_A0A1C6BKP1, UniRef:UniRef90_UPI00203B3CC5
contig_12	cds	61492	62820	-	BEEJFJ_05740	der	ribosome biogenesis GTPase Der	EC:3.6.5.-, GO:0003924, GO:0005525, GO:0005737, GO:0042254, GO:0043022, KEGG:K03977, RefSeq:WP_251447652.1, SO:0001217, UniParc:UPI00203B9824, UniRef:UniRef100_UPI00203B9824, UniRef:UniRef50_C4ZD63, UniRef:UniRef90_UPI00203B9824
contig_12	cds	62942	63133	-	BEEJFJ_05745	rpmF	50S ribosomal protein L32	GO:0000315, GO:0003735, GO:0006412, GO:0022625, RefSeq:WP_251447655.1, SO:0001217, UniParc:UPI00203E7596, UniRef:UniRef100_UPI00203E7596, UniRef:UniRef50_A0A1M5X2M3, UniRef:UniRef90_A0A9D1RRB6
contig_12	cds	63173	63691	-	BEEJFJ_05750		DUF177 domain-containing protein	RefSeq:WP_251447658.1, SO:0001217, UniParc:UPI00203EA962, UniRef:UniRef100_UPI00203EA962, UniRef:UniRef50_R9LXJ3, UniRef:UniRef90_UPI00203EA962
contig_12	cds	63815	64777	+	BEEJFJ_05755	rluA	RluA family pseudouridine synthase	RefSeq:WP_251447661.1, SO:0001217, UniParc:UPI0020418097, UniRef:UniRef100_UPI0020418097, UniRef:UniRef50_A0A0S2W3L4, UniRef:UniRef90_UPI0020418097
contig_12	cds	65557	66093	+	BEEJFJ_05760	potA	Spermidine/putrescine import ATP-binding protein PotA	SO:0001217, UniRef:UniRef50_A0A1V5P5Z5
contig_12	cds	66080	66895	+	BEEJFJ_05765		ABC transporter permease	RefSeq:WP_251447664.1, SO:0001217, UniParc:UPI00203C5A9F, UniRef:UniRef100_UPI00203C5A9F, UniRef:UniRef50_R8VTX9, UniRef:UniRef90_UPI00203C5A9F
contig_12	cds	66892	68889	+	BEEJFJ_05770		extracellular solute-binding protein	RefSeq:WP_251447667.1, SO:0001217, UniParc:UPI00203D770E, UniRef:UniRef100_UPI00203D770E, UniRef:UniRef50_V2YD94, UniRef:UniRef90_UPI00203D770E
contig_12	cds	68902	69300	+	BEEJFJ_05775		thioesterase family protein	EC:3.1.2.29, KEGG:K18700, RefSeq:WP_251447670.1, SO:0001217, UniParc:UPI00203F4E3A, UniRef:UniRef100_UPI00203F4E3A, UniRef:UniRef50_A0A6N3BLL2, UniRef:UniRef90_UPI00203F4E3A
contig_12	cds	69297	69833	+	BEEJFJ_05780		DUF308 domain-containing protein	KEGG:K21908, RefSeq:WP_251447673.1, SO:0001217, UniParc:UPI002041E7E1, UniRef:UniRef100_UPI002041E7E1, UniRef:UniRef50_UPI002041E7E1, UniRef:UniRef90_UPI002041E7E1
contig_12	cds	69872	70045	-	BEEJFJ_05785		hypothetical protein	RefSeq:WP_251447676.1, SO:0001217, UniParc:UPI00203D7C88, UniRef:UniRef100_UPI00203D7C88, UniRef:UniRef50_UPI00203D7C88, UniRef:UniRef90_UPI00203D7C88
contig_12	cds	70186	70863	+	BEEJFJ_05790		TIGR00266 family protein	RefSeq:WP_251447679.1, SO:0001217, UniParc:UPI00203F3DF0, UniRef:UniRef100_UPI00203F3DF0, UniRef:UniRef50_Q73PF4, UniRef:UniRef90_UPI00203F3DF0
contig_12	tRNA	70995	71068	+	BEEJFJ_05795	trnQ	tRNA-Gln(ctg)	SO:0000261
contig_13	cds	1565	1939	-	BEEJFJ_05800		BlaI/MecI/CopY family transcriptional regulator	KEGG:K02171, RefSeq:WP_251447683.1, SO:0001217, UniParc:UPI00203B958D, UniRef:UniRef100_UPI00203B958D, UniRef:UniRef50_R9M3H5, UniRef:UniRef90_UPI00203B958D
